student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
62661,AD14,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EHE-EAAD,LCD,RCM,"82,4",Does not apply ,0,6,,81.5,0,"1,08",0,No scholarship,0,0,High cost,School 5328,No information,No information,,,,1,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
85666,AD19,1,Undergraduate,F,18,PhD,Received PhD,PhD,No information,No information,No,No,No,TEC,Local,Urban,No,EMCS,SLD,RO,90,1470,0,7,40,83.5,1,"1,1",0,No scholarship,0,0,High cost,School 5337,No information,Low,"95,5",0,0,0,Does not apply,Does not apply,Does not apply,1,0,1,0,0,0
97246,AD19,1,High School,Male,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,86,1240,0,3,19,Does not apply,1,1,"0,3",Traditional,0,"0,3",High cost,School 758,No information,No information,"73,83333333",2,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
11141,AD18,0,Undergraduate,Male,21,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IDA,RM,"80,15",1490,0,0,32,No information,0,"0,92",0,No scholarship,0,0,Public,School 5421,No information,No information,,,,2,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
108218,AD15,0,High School,Male,18,No information,No information,No information,No information,No information,No,No,No,NO TEC,Yes: Foreigner,No information,Does not apply,High school,PBB,RCS,75,1163,0,0,50,Does not apply,1,"1,04",0,No scholarship,0,0,Not defined,School 4385,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
31545,AD14,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,96,1433,0,0,16,Does not apply,1,1,"0,5",Academic talent,0,"0,5",High cost,School 120,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
39119,AD16,0,High School,M,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PBB,RM,80,1182,0,0,46,Does not apply,1,1,"0,3",Sports talent,0,"0,299983682",High cost,School 1067,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
53047,AD16,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RCS,89,1241,0,0,40,Does not apply,1,1,"0,1",Traditional,0,"0,1",High cost,School 547,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
98186,AD20,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,"80,5",960,0,5,26,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3695,Level 7,Low,"83,33333333",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
110944,AD19,1,High School,Female,15,Master degree,Received master degree,Master degree,"Attended university, but did not graduate",No degree,Yes,Yes,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCS,89,1140,0,5,46,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2636,No information,Low,"87,83333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
63757,AD16,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EIC,IDA,RCM,"79,39",Does not apply ,0,3,,76,1,"1,08",0,No scholarship,0,0,High cost,School 5328,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
52835,AD14,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EHE-EAAD,IMI,RCS,86,1457,0,6,21,68,1,"1,08","0,4",Cultural talent,0,"0,399976569",Public,School 8700,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
27018,AD16,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,DR,93,1179,0,0,16,Does not apply,1,1,0,No scholarship,0,0,High cost,School 1932,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
33658,AD18,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RM,"93,5",1310,0,0,44,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 5,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
44560,AD17,0,Undergraduate,Male,22,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,No,EIC,IIA,RCS,81,1497,0,6,29,68,0,"1,25",0,No scholarship,0,0,Medium cost,School 7958,No information,No information,,,,1,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
31851,AD14,0,High School,Male,15,No information,No information,No information,No information,No information,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,"87,32",1214,0,0,17,Does not apply,1,1,0,No scholarship,0,0,High cost,School 13,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
107694,AD20,1,High School,Male,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,90,1240,0,6,32,Does not apply,1,1,0,No scholarship,0,0,High cost,School 109,Level 7,Low,"94,33333333",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
112016,AD20,1,Undergraduate,Female,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RO,"96,47",Does not apply ,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,Medium cost,School 3825,Level 7,Low,98,0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
65064,AD14,0,High School,Female,14,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,80,969,0,0,15,Does not apply,1,1,0,Army/Navy scholarship,0,0,Medium cost,School 557,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
39988,AD16,0,Undergraduate,M,17,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EN,LDN,DR,"85,31",Does not apply ,0,6,,81,1,"1,08","0,1",Traditional,0,"0,1",High cost,School 5316,No information,No information,,,,0,0,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
7786,AD16,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,Yes,No,Yes,NO TEC,Local,No information,No information,ECSG,LEC,RM,84,1220,0,6,40,No information,1,"1,08",0,No scholarship,0,0,Public,School 7389,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
42651,AD16,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,No information,EHE-EAAD,ARQ,RO,"99,2",1289,0,1,28,No information,1,"1,08","0,3",Sports talent,0,"0,299989767",Medium cost,School 8368,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
50431,AD18,0,High School,Female,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,86,1117,0,0,29,Does not apply,1,1,"0,1",Traditional,0,"0,1",High cost,School 815,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
84097,AD14,0,High School,Female,15,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PBB,RO,89,1139,0,0,18,Does not apply,1,1,"0,4",Traditional,0,"0,399977101",Medium cost,School 2052,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
92040,AD15,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LAE,RCM,82,1296,0,4,35,72,1,"1,08",0,No scholarship,0,0,Medium cost,School 5458,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
98435,AD20,1,Undergraduate,F,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,Urban,No,EHE-EAAD,ESC,RCM,"85,8",1180,0,6,32,48.08388101,1,"0,83",0,No scholarship,0,0,High cost,School 8248,Level 7,Low,93,0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
46107,AD19,1,Undergraduate,Female,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RCS,77,Does not apply ,0,7,,66,1,1,0,No scholarship,0,0,Not defined,School 10241,No information,No information,"76,33333333",1,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
118401,AD20,1,High School,M,14,No degree,Graduated from high school,No degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,79,1140,0,4,34,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 166,No information,No information,"91,66666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
87639,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RO,96,1381,0,0,40,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Medium high cost,School 3206,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,0,1,1,0,0
111615,AD20,1,High School,Female,16,Master degree,Received master degree,Master degree,Received master degree,Master degree,Yes,Yes,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCS,"88,66",,0,1,40,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 4968,No information,No information,91,0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
48520,AD16,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EHE-EAAD,LAD,RM,"81,36",Does not apply ,0,6,,75.5,1,"1,08","0,45",Child of Professor/Employee/Director,0,"0,450023295",High cost,School 7371,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
83569,AD20,1,High School,Female,16,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RO,81,69,1,6,30,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 1900,No information,No information,"83,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,0,1,0,0,0
107823,AD20,1,High School,Male,16,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,No,Yes,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,92,1210,0,6,27,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3213,Level 7,Low,93,0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
13214,AD20,1,Undergraduate,Male,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Yes: National,Urban,No,EIC,IBQ,RM,90,1280,0,1,35,34,1,1,0,No scholarship,0,0,Medium high cost,School 5406,No information,No information,"83,5",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
82401,AD20,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCS,"95,5",1470,0,6,42,Does not apply,1,1,"0,5",Academic talent,0,"0,5",Medium high cost,School 2276,Level 4,Low,"97,16666667",0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,0,0,1
9328,AD17,0,Undergraduate,Female,18,No degree,Graduated from high school,No degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Yes: National,No information,Yes,EN,LIN,RM,"86,31",1490,0,4,40,76,1,"1,25","0,45",Traditional,"0,25","0,69999271",Public,School 7366,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
113120,AD20,1,Undergraduate,Male,21,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,No,EN,NEG,RO,"93,8",1350,0,5,40,41.25,1,1,"0,45",Traditional,"0,25","0,7",Public,School 6353,Level 6,Low,"94,33333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
57244,AD18,0,High School,Male,15,Master degree,Received undergraduate degree,Undergraduate degree,Received master degree,Master degree,No,No,No,TEC,Local,No information,Does not apply,High school,PBB,DR,83,1252,0,0,,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3168,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
